gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,COUNTY,GSECTOR,GGROUP,GIND,GSUBIND
001197,AILEEN INC,AEENQ,2253,C,01,LU,39116,20029,1963-04-23,1995-07-14,,25,2520,252030,25203010
001199,AGRICULTURAL & INDL DEV INC,AIDI,0200,C,01,LU,11280,135,1979-05-11,1980-08-11,,,,,
001200,AIR CALIFORNIA,AIAO,4512,P,01,LC,11288,31,1972-12-14,1973-05-31,,,,,
001201,AIR CARGO EQUIPMENT CORP,ARCE.1,3537,P,01,LU,11296,330,1979-01-31,1988-12-30,Los Angeles,20,2010,201060,20106020
001202,AIR CHAPARRAL INC,ACHPQ,4512,P,01,LC,11309,39,1981-07-09,1983-08-24,Los Angeles,20,2030,203020,20302010
001203,AIR EXPRESS INTERNATIONAL CP,AEIC,4731,C,01,LU,61081,143,1973-01-31,2000-02-29,,20,2030,203010,20301010
001204,AIR FLORIDA SYSTEM INC,AIRQC,4512,C,01,LU,11317,144,1979-01-31,1984-08-16,,20,2030,203020,20302010
001204,AIR FLORIDA SYSTEM INC,AIRQC,4512,C,00X,LU,11317,144,1973-08-01,1979-01-30,,20,2030,203020,20302010
001206,AIR INDS CORP,AIRI.1,3452,P,01,LC,11325,22268,1972-12-14,1973-12-31,,,,,
001208,AIR MIDWEST INC,AMWI.,4512,P,01,LU,11341,5678,1982-11-05,1991-07-31,,20,2030,203020,20302010
001209,AIR PRODUCTS & CHEMICALS INC,APD,2810,P,01,LC,28222,20030,1962-01-31,E,,15,1510,151010,15101040
001210,AIR T INC,AIRT,4513,C,01,LC,11368,6977,1984-04-23,E,,20,2030,203010,20301010
001211,AIR WEST INC,AWT.,4512,C,00X,LC,43756,24706,1966-09-06,1968-12-31,,,,,
001212,AIR WISCONSIN SERVICES INC,ARWS,4512,P,01,LU,11376,359,1979-01-31,1992-01-31,,20,2030,203020,20302010
001213,AIRBORNE INC,ABF,4513,P,01,LU,51721,20031,1971-01-05,2003-08-15,,20,2030,203010,20301010
001214,ACI HOLDING INC,ACF.1,4512,P,01,LU,67125,6325,1983-08-25,1987-04-30,Orange,20,2030,203020,20302010
001215,AIRCO INC,AN.1,2810,P,01,LU,10102,22164,1962-01-31,1978-04-28,,,,,
001215,AIRCO INC,AN.1,2810,C,00X,LU,10102,22164,1950-01-01,1962-01-30,,,,,
001217,AIRLIFT INTERNATIONAL INC,ALFT,4512,C,01,LU,46244,161,1978-06-30,1980-11-03,Dade,,,,
001217,AIRLIFT INTERNATIONAL INC,ALFT,4512,C,00X,LU,46244,161,1973-07-01,1978-06-29,Dade,,,,
001218,AIRPAX ELECTRONICS INC,AXE.1,3679,P,01,LU,44775,24775,1967-08-03,1976-04-30,,,,,
001219,AIRWICK INDUSTRIES INC,AWI.1,2840,P,01,LC,47378,24936,1968-12-19,1974-05-31,,,,,
001220,AJAX MAGNETHERMIC CORP,AJX.1,3560,P,01,LC,41793,24562,1965-04-07,1975-07-31,,,,,
001221,AKZONA,AXO.2,2820,P,01,LU,25662,23350,1962-01-31,1982-08-31,Buncombe,,,,
001222,ALA MOANA HAWAII PROPERTIES,ALA.2,6512,C,00X,LC,63415,25710,1982-01-01,1982-01-28,,40,4040,404010,40401020
001222,ALA MOANA HAWAII PROPERTIES,ALA.2,6512,P,01,LC,63415,25710,1982-01-29,1988-04-22,,40,4040,404010,40401020
001226,ALAMCO INC,AXO.1,1311,P,02,LU,64848,5335,1982-03-24,1997-08-29,,10,1010,101020,10102020
001227,ALAMITO CO,ATO.3,4911,P,01,LU,67133,25779,1985-01-07,1986-05-30,,55,5510,551010,55101010
001228,ALANCO TECHNOLOGIES INC,ALAN,4950,C,02,LC,11456,5348,1982-05-14,1986-01-22,,55,5510,551040,55104010
001228,ALANCO TECHNOLOGIES INC,ALAN,4950,C,02,LC,11456,5348,1988-08-23,1990-02-01,,55,5510,551040,55104010
001228,ALANCO TECHNOLOGIES INC,ALAN,4950,C,02,LC,11456,5348,1990-04-23,2011-07-25,,55,5510,551040,55104010
001229,ALANTHUS CORP,ALTS.,7350,P,01,LU,11472,183,1972-12-14,1978-07-31,,,,,
001230,ALASKA AIR GROUP INC,ALK,4512,P,01,LU,28804,20035,1966-01-31,E,,20,2030,203020,20302010
001232,ALASKA INTL INDUSTRIES INC,ALKA,1600,P,01,LU,11520,167,1974-11-05,1979-08-31,Anchorage,,,,
001233,ALASKA NORTHWEST PROPERTIES,3ANWP,6512,C,01,LU,11536,285,1980-05-30,1987-06-18,,40,4040,404010,40401020
001234,ATRION CORP,ATRI,3841,P,01,LU,11587,392,1972-12-14,2024-08-30,,35,3510,351010,35101020
001235,ALBA-WALDENSIAN INC,AWS.1,2250,P,01,LU,49584,20036,1969-11-25,1999-12-31,,25,2520,252030,25203010
001236,ALBANY INTL CORP  -OLD,ABY.,2221,P,01,LU,57998,132,1972-12-14,1983-07-29,Albany,,,,
001238,ALBERTA ENERGY CO LTD,AOG.3,1311,P,01,LC,82233,27934,1995-09-21,2002-04-05,,10,1010,101020,10102020
001239,ALBERTO-CULVER CO,ACV.1,2844,P,01,LC,42083,8127,1965-06-11,2011-05-10,,30,3030,303020,30302010
001239,ALBERTO-CULVER CO,ACV.1,2844,J,02,LC,69163,8127,1986-04-23,2003-11-05,,30,3030,303020,30302010
001240,ALBERTSON'S INC,ABS.1,5411,P,01,LU,50032,20038,1970-02-10,2006-06-30,,30,3010,301010,30101030
001241,ALBION INTL RESOURCES INC,6584B,1311,P,01,LU,11608,7161,1984-08-01,1989-06-30,,10,1010,101020,10102020
001242,ALBUQUERQUE WESTN SOLAR INDS,2873B,6799,P,01,LC,11616,186,1979-01-31,1980-06-27,,40,4020,402010,40201020
001243,ALCAN INC,AL.1,3350,C,00X,LC,24264,20039,1950-05-31,1962-01-30,,15,1510,151040,15104010
001243,ALCAN INC,AL.1,3350,P,01,LC,24264,20039,1962-01-31,2007-11-14,,15,1510,151040,15104010
001244,ALCIDE CORP,ALCD.,2870,P,01,LC,11624,5686,1983-05-26,2004-07-30,,35,3520,352020,35202010
001245,AMERISOURCE CORP,ABC1,5122,P,02,LC,85244,7691,1985-08-15,1989-10-31,,25,2550,255010,25501010
001246,IKON OFFICE SOLUTIONS,IKN,5040,P,01,LU,48514,20040,1969-06-16,2008-10-31,,20,2020,202010,20201060
001247,ALCOLAC INC,ALC.1,2890,P,01,LU,56282,25506,1972-12-14,1981-03-31,,,,,
001248,ALCON LABORATORIES INC,ALB.1,2834,P,01,LU,53321,25311,1971-10-04,1978-01-31,,,,,
001249,ALDEBARAN DRILLING CO INC,4306B,1381,P,01,LU,11659,154,1981-09-08,1985-05-31,,10,1010,101010,10101010
001250,ALDEN ELECTRONICS INC,ADNE,3661,C,01,LC,85252,7371,1985-01-07,1997-01-13,,45,4520,452010,45201020
001251,ALDON INDUSTRIES INC,2904B,2273,P,01,LU,48733,174,1978-01-31,1981-02-27,,25,2520,252010,25201020
001251,ALDON INDUSTRIES INC,2904B,2273,C,00X,LU,48733,174,1974-01-01,1978-01-30,,25,2520,252010,25201020
001252,ALDRICH CHEMICAL INC,ALDC.,5190,P,01,LU,11683,155,1972-12-14,1975-07-31,,,,,
001253,ALEXANDER & ALEXANDER,AAL.1,6411,P,01,LU,63845,4,1972-12-14,1997-02-28,,40,4030,403010,40301010
001254,MATSON INC,MATX,4400,P,01,LU,11691,157,1972-12-14,E,,20,2030,203030,20303010
001255,ALEXANDER ENERGY CORP,AEOK,1311,P,02,LC,11704,5198,1981-11-19,1996-08-29,,10,1010,101020,10102020
001257,ALEXANDER'S INC,ALX,6798,P,01,LU,49330,20041,1969-10-07,E,,60,6010,601070,60107010
001258,CAPCO ENERGY INC,CGYNQ,1311,C,01,LC,11712,5261,1982-02-17,1983-10-28,,10,1010,101020,10102020
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,1984-01-31,1986-11-04,,35,3520,352010,35201010
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,1996-12-05,1999-04-27,,35,3520,352010,35201010
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,00X,LC,11739,35,1983-08-01,1984-01-30,,35,3520,352010,35201010
001259,TAMIR BIOTHECHNOLOGY INC,ACEL.,2836,C,01,LC,11739,35,2004-09-09,2009-01-05,,35,3520,352010,35201010
001260,ADRIEN ARPEL INC,AFN.2,2844,P,01,LU,69171,6397,1983-09-20,1998-12-31,,30,3030,303020,30302010
001261,ALGERAN INC,ALAQE,3451,P,01,LU,11755,165,1979-09-26,1984-04-30,Los Angeles,20,2010,201060,20106020
001263,ALGOMA STEEL GROUP INC,ASTL,3312,P,07,LC,22182,58827,2021-10-20,E,,15,1510,151040,15104050
001263,ALGOMA STEEL GROUP INC,ASTL,3312,P,01,LC,81765,28041,1995-07-14,2000-11-30,,15,1510,151040,15104050
001264,ALGOREX CORP,3ALGD,3672,C,01,LU,11763,164,1979-01-31,1992-03-11,Suffolk,45,4510,451030,45103010
001264,ALGOREX CORP,3ALGD,3672,C,00X,LU,11763,164,1973-07-01,1979-01-30,Suffolk,45,4510,451030,45103010
001266,ALICO INC,ALCO,0100,P,01,LU,11790,153,1972-12-14,E,,30,3020,302020,30202010
001268,ALL AMERICAN BURGER INC,TAABQ,6794,P,01,LU,11798,4366,1979-06-18,1981-11-30,Los Angeles,,,,
001269,ALL AMERICAN GOURMET CO,AAGC.,2030,P,01,LU,85279,7740,1985-09-18,1987-07-31,Orange,30,3020,302020,30202030
001270,ALL AMERICAN INDUSTRIES INC,AAMN,3440,C,00X,LU,28820,6,1973-01-01,1978-07-30,Palm Beach,,,,
001270,ALL AMERICAN INDUSTRIES INC,AAMN,3440,P,01,LU,28820,6,1978-07-31,1982-04-30,Palm Beach,,,,
001271,ALL SEASONS RESORTS INC,3ALSE,7000,C,01,LU,11827,6916,1984-03-13,1990-04-30,Orange,25,2530,253010,25301020
001274,ALLEGHANY CORP,Y,6331,P,01,LC,71271,20043,1987-01-30,2022-10-31,,40,4030,403010,40301050
001274,ALLEGHANY CORP,Y,6331,C,00X,LC,17400,22775,1974-01-01,1974-01-30,,40,4030,403010,40301050
001274,ALLEGHANY CORP,Y,6331,P,01,LC,17400,22775,1974-01-31,1986-12-23,,40,4030,403010,40301050
001275,ALLEGHENY & WESTERN ENER-OLD,ALGH.,1311,P,01,LC,11835,163,1982-01-29,1985-11-29,Kanawha,55,5510,551020,55102010
001277,ALLECO INC,5566C,3452,P,02,LC,11843,17,1972-12-14,1988-10-18,Prince Georges,20,2010,201060,20106020
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,00X,LC,18817,20044,1950-01-01,1962-01-30,,25,2520,252010,25201040
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,01,LC,18817,20044,1962-01-31,1990-09-28,,25,2520,252010,25201040
001278,SUNBEAM CORPORATION,3SOCNQ,2390,C,01,LC,77829,29239,1992-08-19,2001-02-05,,25,2520,252010,25201040
001279,ALLEGHENY ENERGY INC,AYE,4911,C,00X,LU,10137,20045,1951-01-01,1962-01-30,,55,5510,551010,55101010
001279,ALLEGHENY ENERGY INC,AYE,4911,P,01,LU,10137,20045,1962-01-31,2011-02-28,,55,5510,551010,55101010
001281,ALLEN TELECOM INC,ALN.2,3663,C,01,LU,44740,20046,1967-07-27,2003-07-31,,45,4520,452010,45201020
001283,ALLEN ORGAN CO  -CL B,AORGB,3576,P,01,LU,11851,293,1972-12-14,2005-05-11,,45,4520,452010,45201020
001284,ALLERGAN PHARMACEUTICALS INC,AGN.3,2834,P,01,LU,59635,305,1972-12-14,1980-03-31,Orange,,,,
001285,ALLIANCE TIRE &RUBBER  -CL A,6024B,3011,C,01,LU,28855,23581,1962-07-02,1988-05-31,,25,2510,251010,25101020
001286,ALLIANCE NORTHWEST INDS INC,3ALNI,5700,C,01,LU,85295,7242,1984-10-01,1992-06-30,King,25,2550,255040,25504040
001288,ALLIED ARTISTS INDUSTRIES,QAAX,3716,P,01,LU,58747,25614,1976-01-20,1979-03-23,,,,,
001289,ALLIED ARTISTS PICTURES CORP,AAP.1,7812,P,01,LC,28863,23582,1965-01-29,1975-12-31,,,,,
001290,ALLIED BANCSHARES INC-TX,ALBN,6020,P,01,LC,11870,151,1974-01-31,1988-01-29,Harris,40,4010,401010,40101010
001290,ALLIED BANCSHARES INC-TX,ALBN,6020,C,00X,LC,11870,151,1974-01-01,1974-01-30,Harris,40,4010,401010,40101010
001291,ALLIED CONTROL INC,ACC.2,3620,P,01,LU,28871,23583,1962-07-02,1974-05-31,,,,,
001292,ALLIED FARM EQUIPMENT  -CL A,2953B,5080,P,01,LU,11886,160,1978-01-31,1982-07-30,,25,2550,255010,25501010
001293,ALLIED FOODS INC,ALFD.,2040,P,01,LU,11894,159,1972-12-14,1982-09-30,,,,,
001294,ALLIED MAINTENANCE,ALM.1,7340,P,01,LU,46818,24904,1968-09-17,1982-09-30,,,,,
001295,ALLIED MILLS INC,ADS.2,2040,P,01,LU,19860,22954,1962-01-31,1973-07-06,,,,,
001295,ALLIED MILLS INC,ADS.2,2040,C,00X,LU,19860,22954,1949-07-01,1962-01-30,,,,,
001296,ALLIED NURSING CARE INC,HOPE.1,8082,C,01,LU,11915,6857,1984-02-15,1986-09-15,,35,3510,351020,35102020
001297,ALLIED PRODUCTS,ADPC,3540,C,01,LU,26331,20050,1963-03-29,2000-10-02,,20,2010,201060,20106010
001299,ALLIED SECURITY INC-OLD,ASCY,7381,P,01,LU,11931,365,1976-07-30,1990-03-15,,20,2020,202010,20201030
001299,ALLIED SECURITY INC-OLD,ASCY,7381,C,00X,LU,11931,365,1973-07-01,1976-07-29,,20,2020,202010,20201030
001300,HONEYWELL INTERNATIONAL INC,HON,9997,P,01,LC,10145,22168,1962-01-31,E,,20,2010,201050,20105010
001300,HONEYWELL INTERNATIONAL INC,HON,9997,C,00X,LC,10145,22168,1950-01-01,1962-01-30,,20,2010,201050,20105010
001301,ALLIED STORES,9174A,5311,P,01,LU,17304,22766,1962-01-31,1986-12-30,,25,2550,255030,25503010
001301,ALLIED STORES,9174A,5311,C,00X,LU,17304,22766,1950-02-01,1962-01-30,,25,2550,255030,25503010
001302,ALLIED SUPERMARKETS,ASU.1,5411,C,00X,LC,22074,21872,1955-07-01,1962-01-30,,30,3010,301010,30101030
001302,ALLIED SUPERMARKETS,ASU.1,5411,P,01,LC,22074,21872,1962-01-31,1978-11-20,,30,3010,301010,30101030
001302,ALLIED SUPERMARKETS,ASU.1,5411,P,01,LC,22074,21872,1986-03-20,1987-07-22,,30,3010,301010,30101030
001303,ALLIED TECHNOLOGY INC,ALTGQ,3812,P,01,LC,74473,6015,1977-07-29,1980-07-31,Miami,,,,
001303,ALLIED TECHNOLOGY INC,ALTGQ,3812,C,00X,LC,74473,6015,1976-06-28,1977-07-28,Miami,,,,
001304,ALLIED TELEPHONE,AT.3,4813,P,01,LU,63423,385,1972-12-14,1983-10-31,Pulaski,,,,
001305,ALLIED THERMAL CORP,AS.1,3585,P,01,LC,53655,25330,1971-12-03,1977-12-31,,,,,
001306,ALLIED VAN LINES INC,2937B,4213,P,01,LU,11950,185,1972-12-14,1982-03-31,,20,2030,203040,20304020
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,02,LC,90335,22169,2004-09-13,2011-02-28,,10,1010,101010,10101020
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,00X,LC,10153,22169,1950-01-01,1962-01-30,,10,1010,101010,10101020
001308,ALLIS-CHALMERS ENERGY INC,ALY,1381,C,02,LC,10153,22169,1962-01-31,1988-12-02,,10,1010,101010,10101020
001309,ALLISON STEEL MFG CO,ASE.1,3310,P,01,LU,44724,24771,1967-07-20,1971-12-31,,,,,
001311,ALC COMMUNICATIONS INC,ALC.2,4813,C,02,LU,85033,5931,1983-04-20,1995-08-31,,50,5010,501010,50101020
001312,ALLOY METAL PRODUCTS INC,2874B,3310,P,01,LC,11966,175,1978-01-31,1981-02-27,,15,1510,151040,15104020
001313,ALLOYS UNLIMITED INC,AU.5,3674,P,01,LU,28898,23584,1965-01-29,1970-06-30,,,,,
001314,ALLRIGHT AUTO PARKS INC,ALR.3,7500,P,01,LU,42737,24631,1965-11-30,1982-07-30,,,,,
001315,ALLY & GARGANO INC,AGAI.,7311,P,01,LU,11974,6716,1983-12-15,1986-08-29,,25,2540,254010,25401010
001318,ALLTEL CORP,AT.2,4812,P,01,LU,41443,20057,1965-01-18,2007-11-30,,50,5010,501020,50102010
001319,ALLYN & BACON INC,ALYN.,2731,P,01,LU,11982,187,1972-12-14,1981-06-30,,,,,
001320,ALMADEN VINEYARDS INC-DEL,ALV.3,2080,P,01,LU,84284,417,1972-12-14,1973-08-28,,,,,
001322,ALMY STORES INC,ALY.1,5311,P,01,LU,49103,25047,1969-08-28,1984-07-31,Suffolk,,,,
001323,ALNAN INC,EKO.1,5661,P,01,LC,42497,24617,1965-09-30,1975-06-30,,,,,
001324,SCHERER HEALTHCARE INC,SCHR.1,4955,C,01,LU,12002,172,1979-01-31,2003-01-31,,20,2020,202010,20201050
001324,SCHERER HEALTHCARE INC,SCHR.1,4955,C,00X,LU,12002,172,1974-08-01,1979-01-30,,20,2020,202010,20201050
001325,ALOHA INC,ALO.4,4512,P,01,LU,61268,25659,1979-12-14,1986-12-31,,20,2030,203020,20302010
001326,ALPEX COMPUTER CORP,2799B,6799,C,00X,LU,12037,177,1975-01-01,1979-01-30,Fairfield,,,,
001326,ALPEX COMPUTER CORP,2799B,6799,C,01,LU,12037,177,1979-01-31,1980-01-25,Fairfield,,,,
001327,SKYWORKS SOLUTIONS INC,SWKS,3674,P,01,LU,45911,20058,1968-03-13,E,,45,4530,453010,45301020
001328,ALPHA SOLARCO INC,FBSM,3433,C,01,LC,12045,364,1985-05-12,1996-11-11,,25,2520,252010,25201050
001328,ALPHA SOLARCO INC,FBSM,3433,C,01,LC,12045,364,1979-10-16,1982-10-07,,25,2520,252010,25201050
001329,ALPHANUMERIC INC,ALFA.2,3640,C,01,LU,12053,158,1979-01-31,1982-10-11,Bergen,,,,
001330,ALPHATYPE CORP,ALTP,3555,P,01,LU,12061,182,1977-10-31,1981-03-31,Cook,,,,
001331,ALPINE GROUP INC,APNI,3357,C,00X,LU,68814,162,1973-05-01,1979-12-30,,20,2010,201040,20104010
001331,ALPINE GROUP INC,APNI,3357,P,01,LU,68814,162,1979-12-31,2002-07-11,,20,2010,201040,20104010
001332,ASIA SUPERNET CORP,3ASUPE,6513,C,01,LC,12096,309,1978-01-31,1989-01-18,,40,4040,404010,40401020
001332,ASIA SUPERNET CORP,3ASUPE,6513,C,00X,LC,12096,309,1976-08-24,1978-01-30,,40,4040,404010,40401020
001333,ALPHA PETROLEUM EXPLORATION,APET,1311,C,01,LU,78233,26525,1982-11-01,1984-09-05,,,,,
001334,NQL INC,NQLIQ,7373,P,01,LU,12117,170,1981-06-18,2001-09-17,,45,4510,451020,45102010
001338,ALTA ENERGY CORP-OLD,ALTE.1,1311,C,00X,LC,12125,5180,1981-11-11,1989-06-30,Midland,10,1010,101020,10102020
001341,ALTAIR CORP-DEL,ALTA.1,2040,P,01,LC,12141,179,1972-12-14,1985-07-18,,,,,
001342,ALTAIR CORP-PUERTO RICO,AAIR.1,6799,C,01,LC,12160,3,1980-01-31,1982-10-14,San Juan,,,,
001343,ALTAMIL CORP,ALW.1,3714,C,01,LU,40096,24432,1964-01-15,1983-12-30,Orleans,,,,
001344,ALTEC CORP,4156B,3651,P,01,LU,44580,24763,1967-06-19,1983-11-30,,25,2520,252010,25201010
001345,ALTERMAN INVESTMENT FUND,3ALRM,5411,C,01,LU,42032,24585,1965-06-03,1980-04-25,,,,,
001346,ALTERNACARE CORP,ALTN.1,8011,P,01,LU,12168,7118,1984-07-03,1988-03-31,,35,3510,351020,35102010
001347,ALTEX OIL CORP,AOC.2,1389,C,01,LC,63853,184,1975-11-28,1985-10-31,,10,1010,101010,10101020
001347,ALTEX OIL CORP,AOC.2,1389,C,00X,LC,63853,184,1975-05-15,1975-11-27,,10,1010,101010,10101020
001348,ALTIUS CORP,3044B,3443,C,01,LU,12176,22334,1979-01-31,1984-08-31,,15,1510,151040,15104050
001348,ALTIUS CORP,3044B,3443,C,00X,LU,12176,22334,1973-02-01,1979-01-30,,15,1510,151040,15104050
001349,ALTON PACKAGING CORP,ALTN.2,2600,C,01,LU,12184,181,1972-12-14,1981-09-30,Madison,,,,
001350,ALTOS COMPUTER SYS,ALTO.1,3571,P,01,LU,12192,5675,1982-11-04,1990-08-31,,45,4520,452020,45202010
001351,ALTRON INC,ALRN.,3672,P,01,LU,12205,7167,1984-08-07,1998-11-30,,45,4520,452050,45205020
001356,ALCOA INC,AA.3,3720,C,00X,LC,24643,20060,1951-06-11,1962-01-30,,15,1510,151040,15104010
001356,ALCOA INC,AA.3,3720,P,01,LC,24643,20060,1962-01-31,2016-10-31,,15,1510,151040,15104010
001358,ALUMINUM SPECIALTY CO,ALY.2,3390,C,01,LU,47474,24942,1969-01-15,1974-01-31,,,,,
001359,ALZA CORP,AZA.1,2834,P,01,LU,64856,20061,1983-06-08,2001-06-29,,35,3520,352020,35202010
001360,SENTO CORP,SNTO,7373,C,01,LC,12213,205,1980-01-24,1992-05-26,,45,4510,451020,45102010
001360,SENTO CORP,SNTO,7373,C,01,LC,84260,15153,1996-11-19,2007-09-12,,45,4510,451020,45102010
001362,AMALGAMATED SUGAR CO,AGM.2,2060,C,00X,LU,24555,23278,1951-02-28,1962-01-30,,,,,
001362,AMALGAMATED SUGAR CO,AGM.2,2060,P,01,LU,24555,23278,1962-01-31,1982-11-03,,,,,
001363,BESTWAY INC,BSWY,7359,C,01,LC,12221,193,1979-01-31,1989-08-16,,25,2550,255040,25504040
001363,BESTWAY INC,BSWY,7359,C,00X,LC,12221,193,1978-04-13,1979-01-30,,25,2550,255040,25504040
001363,BESTWAY INC,BSWY,7359,C,01,LC,12221,193,1995-12-19,2004-12-20,,25,2550,255040,25504040
001364,AMAREX INC,4150B,1311,P,01,LU,12240,242,1972-12-14,1984-02-29,,10,1010,101020,10102020
001365,AMAX INC,AMX.2,3334,P,01,LC,10161,20063,1962-01-31,1993-10-29,,15,1510,151040,15104020
001365,AMAX INC,AMX.2,3334,C,00X,LC,10161,20063,1950-01-01,1962-01-30,,15,1510,151040,15104020
001366,AMBAC INDUSTRIES INC,AB.1,3714,P,01,LU,10188,22170,1962-01-31,1978-06-30,,,,,
001366,AMBAC INDUSTRIES INC,AB.1,3714,C,00X,LU,10188,22170,1950-01-01,1962-01-30,,,,,
001367,AMBER RESOURCES CO OF COLO,3AMBEQ,9995,C,02,LC,12264,198,1979-02-13,1986-06-24,,10,1010,101020,10102020
001368,AMBRA OIL & GAS CO,AOGCE,1311,P,01,LU,12272,292,1980-07-17,1986-08-29,Salt Lake,,,,
001369,AMBRIT INC,ABI.1,2060,P,01,LC,66229,2402,1981-01-06,1989-12-29,Pinellas,30,3020,302020,30202030
001370,AMBULATORY MEDICAL CARE INC,AMED.,8011,C,01,LC,12299,6350,1983-12-30,1993-09-27,,35,3510,351020,35102010
001372,AMCAST INDUSTRIAL CORP,AICOQ,3714,P,01,LU,12320,1336,1972-12-14,2003-03-31,,25,2510,251010,25101010
001373,AMCO INDS INC,AIU.,5010,C,00X,LC,28935,23588,1962-07-02,1965-01-28,,,,,
001373,AMCO INDS INC,AIU.,5010,P,01,LC,28935,23588,1965-01-29,1975-11-28,,,,,
001374,AMCOLE ENERGY CORP,AMLE,4922,C,01,LU,12328,224,1975-12-30,1988-06-03,Tulsa,55,5510,551020,55102010
001375,AMDISCO CORP,ADSO.1,9995,C,00X,LU,17670,74,1949-10-01,1962-01-30,New York,,,,
001375,AMDISCO CORP,ADSO.1,9995,P,01,LU,17670,74,1962-01-31,1983-10-31,New York,,,,
001376,AMECO INC,AMEC,3663,P,01,LC,42921,24645,1966-01-31,1972-05-31,,,,,
001377,AMEDCO INC,AMY.1,3990,P,01,LU,63087,212,1978-01-31,1986-09-25,St. Louis (Ind. City),20,2020,202010,20201030
001377,AMEDCO INC,AMY.1,3990,C,00X,LU,63087,212,1974-01-01,1978-01-30,St. Louis (Ind. City),20,2020,202010,20201030
001378,AMELCO CORP,AMLC,1731,C,01,LU,12387,223,1973-01-31,1974-10-28,,20,2010,201030,20103010
001379,AMERACE CORP,AAE.2,3050,P,01,LU,26227,23394,1962-01-31,1984-09-28,,,,,
001380,HESS CORP,HES,1311,P,01,LC,28484,20064,1964-03-31,2025-07-31,,10,1010,101020,10102020
001381,AMERFORD INTERNATIONAL CORP,3AMRFE,4731,C,01,LU,12408,5250,1981-12-29,1989-09-11,,20,2030,203010,20301010
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,12424,5814,1983-02-25,1994-08-25,,20,2030,203020,20302010
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,90893,47434,2005-09-27,2013-12-31,,20,2030,203020,20302010
001382,US AIRWAYS GROUP INC,LCC,4512,P,01,LC,80778,5814,1994-09-21,2005-09-26,,20,2030,203020,20302010
001383,AMERICAN ADVENTURE INC,5714B,7997,C,01,LC,11206,9056,1987-03-26,1987-11-06,Los Angeles,25,2530,253010,25301020
001383,AMERICAN ADVENTURE INC,5714B,7997,C,01,LC,12432,9056,1981-08-18,1987-03-25,Los Angeles,25,2530,253010,25301020
001384,AMERICAN AGGREGATES CORP,AMAG.1,1400,P,01,LU,12459,192,1978-07-25,1987-03-31,,15,1510,151020,15102010
001385,AMERICAN AGRI-FUELS CORP,4037B,2860,P,01,LU,12467,1895,1979-12-05,1983-09-30,,15,1510,151010,15101020
001386,AMERICAN AGRONOMICS,AGR.1,2030,C,01,LC,51190,21337,1970-09-28,1987-04-29,Polk,30,3020,302020,30202030
001387,AMERICAN AIR FILTER INC,AAF.1,3564,P,01,LU,42235,24599,1965-07-09,1978-09-29,,,,,
001390,AMERICAN APPRAISAL ASSOC INC,AMCA.1,6531,P,01,LU,12475,199,1972-12-14,1984-08-31,,,,,
001391,AMCORD INC,AAC.4,3241,P,01,LC,38877,24344,1963-01-22,1979-11-30,Orange,,,,
001392,AMDAHL CORP,AMH.1,3571,P,01,LU,60046,209,1976-08-12,1997-09-30,,45,4520,452020,45202010
001393,U-HAUL HOLDING CO,UHAL,7510,P,01,LU,81073,30020,1994-11-03,E,,20,2030,203040,20304030
001393,U-HAUL HOLDING CO,UHAL,7510,J,05,LC,23505,30020,2022-11-10,E,,20,2030,203040,20304030
001394,AMERICAN BAKERIES CO,ABA.1,2050,P,01,LC,15843,22638,1962-01-31,1986-12-04,,30,3020,302020,30202030
001394,AMERICAN BAKERIES CO,ABA.1,2050,C,00X,LC,15843,22638,1950-01-01,1962-01-30,,30,3020,302020,30202030
001395,AMERICAN BANK NOTE CO,ABN.2,2750,C,00X,LU,10217,22174,1950-01-01,1962-01-30,,,,,
001395,AMERICAN BANK NOTE CO,ABN.2,2750,P,01,LU,10217,22174,1962-01-31,1970-01-16,,,,,
001397,AMERICAN BILTRITE INC,ABLT,2670,P,01,LC,39482,20066,1963-08-01,2012-01-26,,15,1510,151010,15101050
001402,AMERICAN BIOMEDICAL CORP,ABMD.,8060,P,01,LU,12571,24,1972-12-14,1978-05-31,,,,,
001408,BEAM INC,BEAM.2,2085,C,00X,LC,10225,20067,1950-01-01,1962-01-30,,30,3020,302010,30201020
001408,BEAM INC,BEAM.2,2085,P,01,LC,10225,20067,1962-01-31,2014-04-30,,30,3020,302010,30201020
001409,AMERICAN BROADCASTING,ABC.2,4833,P,01,LU,10233,22176,1962-01-31,1986-01-31,,25,2540,254010,25401020
